question,question_slug,cue,correct_response,proposition_id,feat_type,qid,truth_coded,count,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_min,imagery_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,facts_mean,facts_std,facts_min,facts_max,imagery_z,facts_z,difficulty_z,truth_normed,truth_agree,prop_visual
Is it prickly?,is-it-prickly,dog,no,dog:nonvisual:no:4,nonvisual,4,no,6,-1.5,0.836660027,-2,0,2,1.549193338,0,4,-1.833333333,0.40824829,-2,-1,0.833333333,0.752772653,0,2,0.891461652,-0.285147003,-0.825624358,no,1,0.642857143
Does it have a tail?,does-it-have-a-tail,donkey,yes,donkey:visual:yes:3,visual,3,yes,3,0.666666667,1.527525232,-1,2,2.666666667,1.527525232,1,4,-1,1.732050808,-2,1,2,2,0,4,1.928611243,1.499165895,1.052373077,NA,NA,0.5
Does it have hooves?,does-it-have-hooves,donkey,yes,donkey:visual:yes:4,visual,4,yes,7,1.142857143,1.463850109,-2,2,2.571428571,1.511857892,0,4,-0.857142857,0.690065559,-2,0,1.571428571,1.133893419,0,3,1.780447015,0.843704014,1.374315494,yes,1,0.5
Does it have legs?,does-it-have-legs,donkey,yes,donkey:visual:yes:1,visual,1,yes,7,2,0,2,2,1,1.154700538,0,3,-1.714285714,0.487950036,-2,-1,0.857142857,1.214985793,0,3,-0.664262734,-0.248732454,-0.55733901,yes,1,0.5
Does it have four legs?,does-it-have-four-legs,donkey,yes,donkey:visual:yes:2,visual,2,yes,4,2,0,2,2,2,1.414213562,1,4,-2,0,-2,-2,0.25,0.5,0,1,0.891461652,-1.177303452,-1.201223845,yes,1,0.5
Is it an animal?,is-it-an-animal,donkey,yes,donkey:nonvisual:yes:1,nonvisual,1,yes,3,2,0,2,2,2,0,2,2,-1.666666667,0.577350269,-2,-1,2.333333333,0.577350269,2,3,0.891461652,2.00896958,-0.450024871,yes,1,0.5
Is it a mammal?,is-it-a-mammal,donkey,yes,donkey:nonvisual:yes:3,nonvisual,3,yes,1,2,NA,2,2,2,NA,2,2,-2,NA,-2,-2,2,NA,2,2,0.891461652,1.499165895,-1.201223845,NA,NA,0.5
Is it like a horse?,is-it-like-a-horse,donkey,yes,donkey:nonvisual:yes:2,nonvisual,2,yes,5,0.8,1.643167673,-2,2,2.2,1.303840481,1,4,-1.2,0.836660027,-2,0,1.2,0.836660027,0,2,1.202606529,0.27563705,0.601653693,yes,1,0.5
Is it furry?,is-it-furry,donkey,yes,donkey:nonvisual:yes:4,nonvisual,4,yes,9,1.222222222,1.092906421,-1,2,2.333333333,1.322875656,0,4,-1.222222222,0.971825316,-2,1,1.444444444,0.881917104,0,2,1.410036447,0.649493086,0.551573761,yes,1,0.5
Does it make noises?,does-it-make-noises,donkey,yes,donkey:nonvisual:yes:5,nonvisual,5,yes,5,1.2,1.303840481,-1,2,1.4,0.894427191,0,2,-1.6,0.894427191,-2,0,1,1.224744871,0,3,-0.041972979,-0.030245161,-0.299785076,yes,1,0.5
Is it round?,is-it-round,donkey,no,donkey:visual:no:1,visual,1,no,5,-1.8,0.447213595,-2,-1,2.2,2.049390153,0,4,-1.4,1.341640786,-2,1,1.2,1.788854382,0,4,1.202606529,0.27563705,0.150934308,no,1,0.5
Is it small?,is-it-small,donkey,no,donkey:visual:no:4,visual,4,no,3,-1.333333333,1.154700538,-2,0,1,1.732050808,0,3,-1.666666667,0.577350269,-2,-1,0.666666667,1.154700538,0,2,-0.664262734,-0.540048846,-0.450024871,no,1,0.5
Does it have stripes?,does-it-have-stripes,donkey,no,donkey:visual:no:3,visual,3,no,4,-1.5,0.577350269,-2,-1,0.75,0.957427108,0,2,-1.5,0.577350269,-2,-1,0.25,0.5,0,1,-1.05319383,-1.177303452,-0.074425384,no,1,0.5
Does it have a pointed end?,does-it-have-a-pointed-end,donkey,no,donkey:visual:no:2,visual,2,no,5,-1.8,0.447213595,-2,-1,1.4,1.140175425,0,3,-1.4,0.894427191,-2,0,0.2,0.447213595,0,1,-0.041972979,-1.253774005,0.150934308,no,1,0.5
Does it grow on trees?,does-it-grow-on-trees,donkey,no,donkey:nonvisual:no:2,nonvisual,2,no,5,-2,0,-2,-2,1.6,1.816590212,0,4,-1.8,0.447213595,-2,-1,1,1.732050808,0,4,0.269171898,-0.030245161,-0.75050446,no,1,0.5
Is it furniture?,is-it-furniture,donkey,no,donkey:nonvisual:no:3,nonvisual,3,no,5,-1.6,0.894427191,-2,0,1.6,0.894427191,1,3,-1.6,0.894427191,-2,0,0.6,0.894427191,0,2,0.269171898,-0.642009583,-0.299785076,no,1,0.5
Does it lay eggs?,does-it-lay-eggs,donkey,no,donkey:nonvisual:no:1,nonvisual,1,no,6,-2,0,-2,-2,0,0,0,0,-2,0,-2,-2,0.666666667,1.211060142,0,3,-2.21998712,-0.540048846,-1.201223845,no,1,0.5
Does it chase cats?,does-it-chase-cats,donkey,no,donkey:nonvisual:no:4,nonvisual,4,no,6,-1.833333333,0.40824829,-2,-1,0.5,0.547722558,0,1,-1.833333333,0.40824829,-2,-1,0.5,1.224744871,0,3,-1.442124927,-0.794950688,-0.825624358,no,1,0.5
Does it have a tail?,does-it-have-a-tail,elephant,yes,elephant:visual:yes:4,visual,4,yes,3,1,1,0,2,2.333333333,1.154700538,1,3,-0.333333333,2.081665999,-2,2,2.333333333,1.154700538,1,3,1.410036447,2.00896958,2.554771025,yes,1,0.666666667
Is it grey?,is-it-grey,elephant,yes,elephant:visual:yes:1,visual,1,yes,4,1.75,0.5,1,2,1.25,0.957427108,0,2,-1.75,0.5,-2,-1,1.25,0.957427108,0,2,-0.275331637,0.352107603,-0.637824614,yes,1,0.666666667
Does it have four legs?,does-it-have-four-legs,elephant,yes,elephant:visual:yes:3,visual,3,yes,3,2,0,2,2,0,0,0,0,-2,0,-2,-2,0.333333333,0.577350269,0,1,-2.21998712,-1.049852531,-1.201223845,yes,1,0.666666667
Does it have ears?,does-it-have-ears,elephant,yes,elephant:visual:yes:2,visual,2,yes,5,2,0,2,2,1.6,1.140175425,0,3,-2,0,-2,-2,0.4,0.894427191,0,2,0.269171898,-0.947891794,-1.201223845,yes,1,0.666666667
Does it have large ears?,does-it-have-large-ears,elephant,yes,elephant:visual:yes:5,visual,5,yes,6,2,0,2,2,1.666666667,1.211060142,0,3,-1.5,0.836660027,-2,0,0.666666667,0.516397779,0,1,0.372886857,-0.540048846,-0.074425384,yes,1,0.666666667
Is it an animal?,is-it-an-animal,elephant,yes,elephant:nonvisual:yes:1,nonvisual,1,yes,7,2,0,2,2,0.714285714,0.487950036,0,1,-2,0,-2,-2,1,1.527525232,0,4,-1.108755415,-0.030245161,-1.201223845,yes,1,0.666666667
Does it live in Africa?,does-it-live-in-africa,elephant,yes,elephant:nonvisual:yes:2,nonvisual,2,yes,6,1,0.632455532,0,2,1.5,0.547722558,1,2,-1.5,0.547722558,-2,-1,1.5,1.048808848,0,3,0.113599459,0.734460367,-0.074425384,yes,1,0.666666667
Is it used in circuses?,is-it-used-in-circuses,elephant,yes,elephant:nonvisual:yes:4,nonvisual,4,yes,7,1,1.527525232,-2,2,2,1.154700538,1,4,-1.571428571,0.534522484,-2,-1,1.428571429,1.397276262,0,4,0.891461652,0.62521672,-0.235396592,yes,1,0.666666667
Does it live in zoos?,does-it-live-in-zoos,elephant,yes,elephant:nonvisual:yes:3,nonvisual,3,yes,4,0.5,0.577350269,0,1,0.5,1,0,2,-1.75,0.5,-2,-1,0.75,1.5,0,3,-1.442124927,-0.412597924,-0.637824614,yes,1,0.666666667
Does it eat peanuts?,does-it-eat-peanuts,elephant,yes,elephant:nonvisual:yes:5,nonvisual,5,yes,5,1.4,0.894427191,0,2,1.8,1.095445115,0,3,-1.4,1.341640786,-2,1,1.6,1.516575089,0,3,0.580316775,0.887401473,0.150934308,yes,1,0.666666667
Does it have scales?,does-it-have-scales,elephant,no,elephant:visual:no:2,visual,2,no,3,-2,0,-2,-2,1.333333333,0.577350269,1,2,-2,0,-2,-2,0.666666667,1.154700538,0,2,-0.145687938,-0.540048846,-1.201223845,no,1,0.666666667
Does it have hooves?,does-it-have-hooves,elephant,no,elephant:visual:no:5,visual,5,no,6,-1.166666667,1.602081979,-2,2,1,1.264911064,0,3,-1.833333333,0.40824829,-2,-1,0.166666667,0.40824829,0,1,-0.664262734,-1.304754373,-0.825624358,no,1,0.666666667
Is it beige?,is-it-beige,elephant,no,elephant:visual:no:3,visual,3,no,5,-1.8,0.447213595,-2,-1,2,1.224744871,1,4,-1.8,0.447213595,-2,-1,0.6,0.547722558,0,1,0.891461652,-0.642009583,-0.75050446,no,1,0.666666667
Is it made of wood?,is-it-made-of-wood,elephant,no,elephant:visual:no:1,visual,1,no,4,-2,0,-2,-2,1.5,1.290994449,0,3,-1.5,0.577350269,-2,-1,1.5,1.290994449,0,3,0.113599459,0.734460367,-0.074425384,no,1,0.666666667
Does it have fur?,does-it-have-fur,elephant,no,elephant:visual:no:4,visual,4,no,4,-0.75,0.5,-1,0,2.5,1.290994449,1,4,-0.5,1,-1,1,2.25,1.258305739,1,4,1.669323845,1.881518658,2.179171538,no,1,0.666666667
Is it a reptile?,is-it-a-reptile,elephant,no,elephant:nonvisual:no:2,nonvisual,2,no,4,-2,0,-2,-2,0.5,0.577350269,0,1,-1.75,0.5,-2,-1,1.5,1,0,2,-1.442124927,0.734460367,-0.637824614,no,1,0.666666667
Does it lay eggs?,does-it-lay-eggs,elephant,no,elephant:nonvisual:no:5,nonvisual,5,no,6,-2,0,-2,-2,0.333333333,0.516397779,0,1,-2,0,-2,-2,1,1.095445115,0,3,-1.701412324,-0.030245161,-1.201223845,no,1,0.666666667
Is it furry?,is-it-furry,elephant,no,elephant:nonvisual:no:4,nonvisual,4,no,7,-1.571428571,0.786795792,-2,0,1.428571429,0.975900073,0,3,-1,1.154700538,-2,1,0.571428571,0.786795792,0,2,0.002476289,-0.685707041,1.052373077,no,1,0.666666667
Is it a rodent?,is-it-a-rodent,elephant,no,elephant:nonvisual:no:1,nonvisual,1,no,6,-0.5,1.643167673,-2,1,2,1.673320053,0,4,-1.166666667,0.98319208,-2,0,1.666666667,1.032795559,0,3,0.891461652,0.98936221,0.67677359,NA,NA,0.666666667
Does it live on farms?,does-it-live-on-farms,elephant,no,elephant:nonvisual:no:3,nonvisual,3,no,3,-1,1.732050808,-2,1,1.666666667,2.081665999,0,4,-1.666666667,0.577350269,-2,-1,2.333333333,1.154700538,1,3,0.372886857,2.00896958,-0.450024871,NA,NA,0.666666667
Is it brown?,is-it-brown,giraffe,yes,giraffe:visual:yes:4,visual,4,yes,7,0.714285714,1.112697281,-1,2,3.428571429,0.786795792,2,4,-0.428571429,1.272418021,-2,1,3,1.154700538,1,4,3.11392506,3.02857695,2.340142747,yes,1,0.5
Does it have spots?,does-it-have-spots,giraffe,yes,giraffe:visual:yes:1,visual,1,yes,7,1.714285714,0.487950036,1,2,2.857142857,1.214985793,1,4,-1.571428571,0.786795792,-2,0,1.857142857,1.67616342,0,4,2.224939697,1.280678601,-0.235396592,yes,1,0.5
Is it tall?,is-it-tall,giraffe,yes,giraffe:visual:yes:2,visual,2,yes,4,1.75,0.5,1,2,2,0.816496581,1,3,-2,0,-2,-2,1,1.414213562,0,3,0.891461652,-0.030245161,-1.201223845,yes,1,0.5
Does it have long legs?,does-it-have-long-legs,giraffe,yes,giraffe:visual:yes:3,visual,3,yes,4,1.75,0.5,1,2,2,1.632993162,0,4,-1.75,0.5,-2,-1,1.75,1.707825128,0,4,0.891461652,1.116813131,-0.637824614,yes,1,0.5
Is it a mammal?,is-it-a-mammal,giraffe,yes,giraffe:nonvisual:yes:4,nonvisual,4,yes,3,2,0,2,2,1.333333333,1.527525232,0,3,-0.333333333,1.154700538,-1,1,1.666666667,0.577350269,1,2,-0.145687938,0.98936221,2.554771025,yes,1,0.5
Does it live in Africa?,does-it-live-in-africa,giraffe,yes,giraffe:nonvisual:yes:2,nonvisual,2,yes,6,1.5,0.836660027,0,2,2,1.673320053,0,4,-1.166666667,0.98319208,-2,0,1.833333333,1.722401424,0,4,0.891461652,1.244264052,0.67677359,yes,1,0.5
Does it live in zoos?,does-it-live-in-zoos,giraffe,yes,giraffe:nonvisual:yes:3,nonvisual,3,yes,7,1.714285714,0.487950036,1,2,1.428571429,1.618347187,0,4,-1.857142857,0.377964473,-2,-1,0.571428571,1.133893419,0,3,0.002476289,-0.685707041,-0.879281427,yes,1,0.5
Does it eat leaves?,does-it-eat-leaves,giraffe,yes,giraffe:nonvisual:yes:1,nonvisual,1,yes,5,1.2,0.836660027,0,2,1.6,0.547722558,1,2,-1.2,0.836660027,-2,0,2.2,0.836660027,1,3,0.269171898,1.805048106,0.601653693,yes,1,0.5
Does it live in grass?,does-it-live-in-grass,giraffe,yes,giraffe:nonvisual:yes:5,nonvisual,3,no,11,0.545454545,1.213559752,-2,2,2,1,0,4,-0.818181818,0.981649817,-2,1,2.090909091,1.136181804,0,4,0.891461652,1.638203263,1.462117972,yes,0,0.5
Is it green?,is-it-green,giraffe,no,giraffe:visual:no:1,visual,1,no,5,-2,0,-2,-2,1.6,1.816590212,0,4,-1.8,0.447213595,-2,-1,0.4,0.547722558,0,1,0.269171898,-0.947891794,-0.75050446,no,1,0.5
Does it have warts?,does-it-have-warts,giraffe,no,giraffe:visual:no:2,visual,2,no,8,-1.125,1.125991626,-2,1,1,1.511857892,0,4,-0.875,1.356202682,-2,1,1,1.414213562,0,4,-0.664262734,-0.030245161,1.334072692,no,1,0.5
Is it muddy?,is-it-muddy,giraffe,no,giraffe:visual:no:3,visual,3,no,3,-1,0,-1,-1,2,0,2,2,-1,1,-2,0,0.666666667,1.154700538,0,2,0.891461652,-0.540048846,1.052373077,no,1,0.5
Does it have antennae?,does-it-have-antennae,giraffe,no,giraffe:visual:no:4,visual,4,no,6,-1.833333333,0.40824829,-2,-1,2.166666667,1.471960144,0,4,-0.833333333,0.40824829,-1,0,1,1.095445115,0,3,1.15074905,-0.030245161,1.427972564,no,1,0.5
Is it eaten by frying?,is-it-eaten-by-frying,giraffe,no,giraffe:nonvisual:no:1,nonvisual,1,no,5,-1.6,0.547722558,-2,-1,1,0.707106781,0,2,-1.4,0.894427191,-2,0,0.8,0.836660027,0,2,-0.664262734,-0.336127372,0.150934308,no,1,0.5
Is it hunted by people?,is-it-hunted-by-people,giraffe,no,giraffe:nonvisual:no:2,nonvisual,2,no,4,-1,0.816496581,-2,0,2,1.825741858,0,4,-0.25,1.258305739,-2,1,2.25,1.707825128,0,4,0.891461652,1.881518658,2.742570768,no,1,0.5
Is it an insect?,is-it-an-insect,giraffe,no,giraffe:nonvisual:no:4,nonvisual,4,no,7,-2,0,-2,-2,1.714285714,1.496026483,0,4,-1.857142857,0.377964473,-2,-1,1.142857143,1.463850109,0,3,0.44696897,0.188242133,-0.879281427,no,1,0.5
Does it have legs?,does-it-have-legs,grasshopper,yes,grasshopper:visual:yes:2,visual,2,yes,4,2,0,2,2,1,0.816496581,0,2,-1.5,0.577350269,-2,-1,0.25,0.5,0,1,-0.664262734,-1.177303452,-0.074425384,yes,1,0.666666667
Is it green?,is-it-green,grasshopper,yes,grasshopper:visual:yes:1,visual,1,yes,8,1.375,0.51754917,1,2,2,1.309307341,0,4,-1.5,0.534522484,-2,-1,0.625,1.060660172,0,3,0.891461652,-0.603774306,-0.074425384,yes,1,0.666666667
Does it have antennae?,does-it-have-antennae,grasshopper,yes,grasshopper:visual:yes:4,visual,4,yes,9,0.666666667,1.658312395,-2,2,2.111111111,1.269295518,0,4,-1,1.224744871,-2,1,1.222222222,1.481365736,0,4,1.064319917,0.309623963,1.052373077,yes,1,0.666666667
Is it found in summer?,is-it-found-in-summer,grasshopper,yes,grasshopper:nonvisual:yes:3,nonvisual,3,yes,4,1.25,0.957427108,0,2,2,1.414213562,1,4,-1.25,1.5,-2,1,2.25,2.061552813,0,4,0.891461652,1.881518658,0.488973847,yes,1,0.666666667
Does it live in grass?,does-it-live-in-grass,grasshopper,yes,grasshopper:nonvisual:yes:2,nonvisual,2,yes,4,1,0,1,1,1.25,1.258305739,0,3,-1,1.154700538,-2,0,0.5,1,0,2,-0.275331637,-0.794950688,1.052373077,yes,1,0.666666667
Is it an insect?,is-it-an-insect,grasshopper,yes,grasshopper:nonvisual:yes:1,nonvisual,1,yes,6,1.666666667,0.516397779,1,2,1.5,1.516575089,0,4,-1.333333333,0.816496581,-2,0,1.5,0.836660027,1,3,0.113599459,0.734460367,0.301174103,yes,1,0.666666667
Is it long?,is-it-long,grasshopper,no,grasshopper:visual:no:4,visual,4,no,5,-0.4,1.140175425,-2,1,1.2,0.836660027,0,2,-1.6,0.547722558,-2,-1,1,1.224744871,0,3,-0.353117857,-0.030245161,-0.299785076,NA,NA,0.666666667
Does it have teeth?,does-it-have-teeth,grasshopper,no,grasshopper:visual:no:2,visual,2,no,2,-2,0,-2,-2,0.5,0.707106781,0,1,-2,0,-2,-2,1.5,0.707106781,1,2,-1.442124927,0.734460367,-1.201223845,no,1,0.666666667
Is it made of wood?,is-it-made-of-wood,grasshopper,no,grasshopper:visual:no:1,visual,1,no,6,-2,0,-2,-2,1.166666667,1.602081979,0,4,-2,0,-2,-2,0.166666667,0.40824829,0,1,-0.404975336,-1.304754373,-1.201223845,no,1,0.666666667
Does it have long legs?,does-it-have-long-legs,grasshopper,no,grasshopper:visual:no:5,visual,3,yes,5,-0.2,1.643167673,-2,2,1,1,0,2,-1.2,0.836660027,-2,0,1.2,1.303840481,0,3,-0.664262734,0.27563705,0.601653693,NA,NA,0.666666667
Does it have an engine?,does-it-have-an-engine,grasshopper,no,grasshopper:visual:no:3,visual,3,no,4,-1.75,0.5,-2,-1,0.25,0.5,0,1,-1,1.154700538,-2,0,0.25,0.5,0,1,-1.831056023,-1.177303452,1.052373077,no,1,0.666666667
Does it taste good?,does-it-taste-good,grasshopper,no,grasshopper:nonvisual:no:3,nonvisual,3,no,5,-1.2,0.836660027,-2,0,1,1,0,2,-1.2,1.095445115,-2,0,0.2,0.447213595,0,1,-0.664262734,-1.253774005,0.601653693,no,1,0.666666667
Does it fly?,does-it-fly,grasshopper,no,grasshopper:nonvisual:no:4,nonvisual,4,yes,7,-0.142857143,1.345185418,-2,1,1.714285714,0.951189731,0,3,-0.285714286,0.951189731,-2,1,1.571428571,1.272418021,0,3,0.44696897,0.843704014,2.662085164,NA,NA,0.666666667
Is it hunted by people?,is-it-hunted-by-people,grasshopper,no,grasshopper:nonvisual:no:2,nonvisual,2,no,4,-0.75,0.957427108,-2,0,0.25,0.5,0,1,-1,1.414213562,-2,1,1.75,2.061552813,0,4,-1.831056023,1.116813131,1.052373077,no,1,0.666666667
Does it require a conductor?,does-it-require-a-conductor,grasshopper,no,grasshopper:nonvisual:no:1,nonvisual,1,no,5,-1,1.414213562,-2,1,0.8,0.836660027,0,2,-0.8,1.303840481,-2,1,0.6,0.894427191,0,2,-0.975407611,-0.642009583,1.503092461,no,1,0.666666667
Does it have pockets?,does-it-have-pockets,jacket,yes,jacket:visual:yes:2,visual,2,yes,6,1.666666667,0.516397779,1,2,1.333333333,0.816496581,0,2,-1.333333333,0.516397779,-2,-1,1.166666667,0.98319208,0,2,-0.145687938,0.224656682,0.301174103,yes,1,0.428571429
Does it have a hood?,does-it-have-a-hood,jacket,yes,jacket:visual:yes:3,visual,3,yes,4,0.25,0.5,0,1,1.75,0.957427108,1,3,-0.75,0.957427108,-2,0,0.25,0.5,0,1,0.502530556,-1.177303452,1.615772308,NA,NA,0.428571429
Does it have sleeves?,does-it-have-sleeves,jacket,yes,jacket:visual:yes:4,visual,4,yes,5,1.8,0.447213595,1,2,2.8,1.643167673,0,4,-1.6,0.547722558,-2,-1,1.2,1.303840481,0,3,2.136041161,0.27563705,-0.299785076,yes,1,0.428571429
Does it have a zipper?,does-it-have-a-zipper,jacket,yes,jacket:visual:yes:1,visual,1,yes,4,1.25,0.5,1,2,3.25,0.5,3,4,-1.25,1.5,-2,1,0.5,1,0,2,2.836117134,-0.794950688,0.488973847,yes,1,0.428571429
Is it worn in cold temperatures?,is-it-worn-in-cold-temperatures,jacket,yes,jacket:nonvisual:yes:2,nonvisual,2,yes,8,1.625,0.51754917,1,2,1.25,0.88640526,0,3,-1.75,0.46291005,-2,-1,1.125,0.991031209,0,2,-0.275331637,0.160931221,-0.637824614,yes,1,0.428571429
Is it worn for the rain?,is-it-worn-for-the-rain,jacket,yes,jacket:nonvisual:yes:4,nonvisual,4,yes,5,1.4,0.894427191,0,2,0.8,0.836660027,0,2,-1.4,0.894427191,-2,0,0.8,0.836660027,0,2,-0.975407611,-0.336127372,0.150934308,yes,1,0.428571429
Is it clothing?,is-it-clothing,jacket,yes,jacket:nonvisual:yes:1,nonvisual,1,yes,5,2,0,2,2,0.4,0.547722558,0,1,-2,0,-2,-2,0,0,0,0,-1.597697365,-1.559656216,-1.201223845,yes,1,0.428571429
Is it worn in winter?,is-it-worn-in-winter,jacket,yes,jacket:nonvisual:yes:3,nonvisual,3,yes,6,0.5,1.643167673,-2,2,1.666666667,1.366260102,0,4,-1.833333333,0.40824829,-2,-1,0.5,0.836660027,0,2,0.372886857,-0.794950688,-0.825624358,NA,NA,0.428571429
Does it have hair?,does-it-have-hair,jacket,no,jacket:visual:no:4,visual,4,no,7,-0.571428571,0.786795792,-2,0,1.142857143,0.690065559,0,2,-1.571428571,0.534522484,-2,-1,0.285714286,0.487950036,0,1,-0.442016393,-1.122681628,-0.235396592,no,1,0.428571429
Does it have ears?,does-it-have-ears,jacket,no,jacket:visual:no:1,visual,1,no,7,-2,0,-2,-2,1.142857143,1.214985793,0,3,-1.571428571,0.786795792,-2,0,0.428571429,1.133893419,0,3,-0.442016393,-0.904194335,-0.235396592,no,1,0.428571429
Is it tall?,is-it-tall,jacket,no,jacket:visual:no:3,visual,3,no,5,-1.2,0.836660027,-2,0,1.6,1.516575089,0,4,-1.6,0.547722558,-2,-1,0.4,0.547722558,0,1,0.269171898,-0.947891794,-0.299785076,no,1,0.428571429
Is it an animal?,is-it-an-animal,jacket,no,jacket:nonvisual:no:3,nonvisual,3,no,6,-1.666666667,0.816496581,-2,0,1,0.894427191,0,2,-1.666666667,0.516397779,-2,-1,0.166666667,0.40824829,0,1,-0.664262734,-1.304754373,-0.450024871,no,1,0.428571429
Does it live in Africa?,does-it-live-in-africa,jacket,no,jacket:nonvisual:no:4,nonvisual,4,no,4,-0.5,1,-2,0,0.5,0.577350269,0,1,0,1.825741858,-2,2,0.5,0.577350269,0,1,-1.442124927,-0.794950688,3.305969999,NA,NA,0.428571429
Is it a vegetable?,is-it-a-vegetable,jacket,no,jacket:nonvisual:no:1,nonvisual,1,no,5,-2,0,-2,-2,2.8,1.788854382,0,4,-1.8,0.447213595,-2,-1,2,2,0,4,2.136041161,1.499165895,-0.75050446,no,1,0.428571429
Does it eat leaves?,does-it-eat-leaves,jacket,no,jacket:nonvisual:no:2,nonvisual,2,no,7,-2,0,-2,-2,0.857142857,0.899735411,0,2,-1.857142857,0.377964473,-2,-1,0.714285714,0.755928946,0,2,-0.886509075,-0.467219748,-0.879281427,no,1,0.428571429
Does it have a tail?,does-it-have-a-tail,lion,yes,lion:visual:yes:3,visual,3,yes,4,2,0,2,2,1.5,1.732050808,0,4,-2,0,-2,-2,1,1.414213562,0,3,0.113599459,-0.030245161,-1.201223845,yes,1,0.461538462
Does it have teeth?,does-it-have-teeth,lion,yes,lion:visual:yes:4,visual,4,yes,8,1.875,0.353553391,1,2,1.125,1.125991626,0,3,-2,0,-2,-2,1.125,1.125991626,0,3,-0.469797186,0.160931221,-1.201223845,yes,1,0.461538462
Does it have fur?,does-it-have-fur,lion,yes,lion:visual:yes:2,visual,2,yes,7,1.571428571,0.534522484,1,2,1.285714286,1.380131119,0,3,-1.571428571,0.786795792,-2,0,0.571428571,1.133893419,0,3,-0.219770052,-0.685707041,-0.235396592,yes,1,0.461538462
Does it have a mane?,does-it-have-a-mane,lion,yes,lion:visual:yes:1,visual,1,yes,5,0.8,1.303840481,-1,2,0.8,0.836660027,0,2,-1.6,0.547722558,-2,-1,1.6,1.516575089,0,3,-0.975407611,0.887401473,-0.299785076,yes,1,0.461538462
Is it an animal?,is-it-an-animal,lion,yes,lion:nonvisual:yes:1,nonvisual,1,yes,8,1.75,0.707106781,0,2,1.375,1.685018016,0,4,-1.875,0.353553391,-2,-1,0.875,1.356202682,0,4,-0.080866089,-0.221421542,-0.919524229,yes,1,0.461538462
Is it a mammal?,is-it-a-mammal,lion,yes,lion:nonvisual:yes:3,nonvisual,3,yes,6,1.833333333,0.40824829,1,2,0.666666667,0.816496581,0,2,-1.5,0.836660027,-2,0,1.666666667,1.505545305,0,4,-1.182837529,0.98936221,-0.074425384,yes,1,0.461538462
Is it a carnivore?,is-it-a-carnivore,lion,yes,lion:nonvisual:yes:2,nonvisual,2,yes,8,1.625,0.51754917,1,2,1.375,1.187734939,0,3,-1.75,0.46291005,-2,-1,1.5,1.195228609,0,3,-0.080866089,0.734460367,-0.637824614,yes,1,0.461538462
Does it live in jungles?,does-it-live-in-jungles,lion,yes,lion:nonvisual:yes:4,nonvisual,4,yes,5,0.4,1.140175425,-1,2,2,0.707106781,1,3,-0.8,0.836660027,-2,0,2,1.414213562,0,3,0.891461652,1.499165895,1.503092461,NA,NA,0.461538462
Does it roar?,does-it-roar,lion,yes,lion:nonvisual:yes:5,nonvisual,5,yes,4,2,0,2,2,2,1.825741858,0,4,-2,0,-2,-2,2,0.816496581,1,3,0.891461652,1.499165895,-1.201223845,yes,1,0.461538462
Is it grey?,is-it-grey,lion,no,lion:visual:no:1,visual,1,no,9,-1.333333333,0.866025404,-2,0,0.666666667,0.866025404,0,2,-1.444444444,0.726483157,-2,0,0.777777778,1.092906421,0,3,-1.182837529,-0.370114284,0.050774445,no,1,0.461538462
Does it have wings?,does-it-have-wings,lion,no,lion:visual:no:3,visual,3,no,3,-2,0,-2,-2,1.333333333,2.309401077,0,4,-1.666666667,0.577350269,-2,-1,0,0,0,0,-0.145687938,-1.559656216,-0.450024871,no,1,0.461538462
Does it have long legs?,does-it-have-long-legs,lion,no,lion:visual:no:2,visual,2,no,4,-0.75,1.5,-2,1,1.75,1.5,0,3,-1.25,0.957427108,-2,0,1,1.414213562,0,3,0.502530556,-0.030245161,0.488973847,NA,NA,0.461538462
Is it yellow inside?,is-it-yellow-inside,lion,no,lion:visual:no:4,visual,4,no,4,-2,0,-2,-2,1.25,1.892969449,0,4,-1.5,1,-2,0,1.25,1.258305739,0,3,-0.275331637,0.352107603,-0.074425384,no,1,0.461538462
Does it have a long neck?,does-it-have-a-long-neck,lion,no,lion:visual:no:5,visual,5,no,6,-1.333333333,0.816496581,-2,0,2.166666667,0.98319208,1,4,-0.833333333,0.98319208,-2,0,1.333333333,1.032795559,0,3,1.15074905,0.479558525,1.427972564,no,1,0.461538462
Does it lay eggs?,does-it-lay-eggs,lion,no,lion:nonvisual:no:4,nonvisual,4,no,4,-2,0,-2,-2,0.5,1,0,2,-1.75,0.5,-2,-1,1,1.154700538,0,2,-1.442124927,-0.030245161,-0.637824614,no,1,0.461538462
Is it found in kitchens?,is-it-found-in-kitchens,lion,no,lion:nonvisual:no:1,nonvisual,1,no,5,-2,0,-2,-2,0.2,0.447213595,0,1,-2,0,-2,-2,0.2,0.447213595,0,1,-1.908842242,-1.253774005,-1.201223845,no,1,0.461538462
Does it eat cheese?,does-it-eat-cheese,lion,no,lion:nonvisual:no:2,nonvisual,2,no,5,-0.4,0.894427191,-1,1,1,1,0,2,-1,0.707106781,-2,0,1,1.224744871,0,3,-0.664262734,-0.030245161,1.052373077,no,1,0.461538462
